schema_version	contrast_index	kda_run_id	source_contrast_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	cells_ad	cells_nci	donors_ad	donors_nci	phase08_terminal_status	minimum_cells_per_deg_arm	passes_cell_floor	candidate_query_genes	effective_query_genes	minimum_effective_query_genes	passes_query_floor	phase12_eligibility_status	phase12_terminal_status	phase12_returned_driver_count	included_at_thresholds	exclusion_reason
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	135	primary_Inh_L3_5_SST_MAFB_F_e4_AD_both_mito	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	1075	850	25	11	validated_complete	3	TRUE	21	19	3	TRUE	eligible	completed_significant	4	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	136	primary_Inh_L5_6_PVALB_STON2_F_e4_AD_both_mito	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	323	175	22	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	137	primary_Inh_L5_6_SST_TH_F_e4_AD_both_mito	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	Inh L5-6 SST TH	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	280	201	24	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	138	primary_Inh_L6_SST_NPY_F_e4_AD_both_mito	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	Inh L6 SST NPY	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	85	51	20	10	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	139	primary_Inh_LAMP5_NRG1_Rosehip_F_e4_AD_both_mito	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	1329	914	24	11	validated_complete	3	TRUE	68	58	3	TRUE	eligible	completed_significant	22	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	140	primary_Inh_LAMP5_RELN_F_e4_AD_both_mito	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	Inh LAMP5 RELN	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	457	386	23	10	validated_complete	3	TRUE	9	9	3	TRUE	eligible	completed_significant	10	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	141	primary_Inh_PTPRK_FAM19A1_F_e4_AD_both_mito	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	Inh PTPRK FAM19A1	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	536	376	24	11	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	142	primary_Inh_PVALB_CA8_Chandelier_F_e4_AD_both_mito	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	812	488	25	11	validated_complete	3	TRUE	13	13	3	TRUE	eligible	completed_significant	6	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	143	primary_Inh_PVALB_HTR4_F_e4_AD_both_mito	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	Inh PVALB HTR4	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	2139	1553	25	11	validated_complete	3	TRUE	101	81	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	144	primary_Inh_PVALB_SULF1_F_e4_AD_both_mito	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	Inh PVALB SULF1	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	1169	639	24	11	validated_complete	3	TRUE	22	19	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	145	primary_Inh_RYR3_TSHZ2_F_e4_AD_both_mito	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	Inh RYR3 TSHZ2	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	1239	679	26	11	validated_complete	3	TRUE	9	7	3	TRUE	eligible	completed_significant	14	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	146	primary_Inh_SGCD_PDE3A_F_e4_AD_both_mito	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	Inh SGCD PDE3A	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	229	154	24	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	147	primary_Inh_SORCS1_TTN_F_e4_AD_both_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	Inh SORCS1 TTN	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	479	426	23	10	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	148	primary_Inh_VIP_ABI3BP_F_e4_AD_both_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	Inh VIP ABI3BP	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	743	480	26	11	validated_complete	3	TRUE	5	5	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	149	primary_Inh_VIP_CLSTN2_F_e4_AD_both_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	Inh VIP CLSTN2	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	912	608	26	11	validated_complete	3	TRUE	6	5	3	TRUE	eligible	completed_significant	14	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	150	primary_Inh_VIP_THSD7B_F_e4_AD_both_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	Inh VIP THSD7B	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	473	269	25	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	151	primary_Inh_VIP_TSHZ2_F_e4_AD_both_mito	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	Inh VIP TSHZ2	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	650	377	26	11	validated_complete	3	TRUE	3	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	152	primary_Mic_MKI67_F_e4_AD_both_mito	immune::Mic MKI67::AD_vs_NCI__Female__e4	Mic MKI67	Microglia	F_e4	Female	e4	AD_both_mito	54	45	8	8	validated_complete	3	TRUE	1	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	153	primary_Mic_P2RY12_F_e4_AD_both_mito	immune::Mic P2RY12::AD_vs_NCI__Female__e4	Mic P2RY12	Microglia	F_e4	Female	e4	AD_both_mito	5261	2621	26	11	validated_complete	3	TRUE	19	15	3	TRUE	eligible	completed_significant	2	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	154	primary_Mic_TPT1_F_e4_AD_both_mito	immune::Mic TPT1::AD_vs_NCI__Female__e4	Mic TPT1	Microglia	F_e4	Female	e4	AD_both_mito	339	171	24	10	validated_complete	3	TRUE	10	7	3	TRUE	eligible	completed_significant	1	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	155	primary_OPC_F_e4_AD_both_mito	opcs::OPC::AD_vs_NCI__Female__e4	OPC	OPCs	F_e4	Female	e4	AD_both_mito	5248	2760	26	11	validated_complete	3	TRUE	50	39	3	TRUE	eligible	completed_significant	5	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	156	primary_Oli_F_e4_AD_both_mito	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	Oli	Oligodendrocytes	F_e4	Female	e4	AD_both_mito	45666	27181	26	11	validated_complete	3	TRUE	4	4	3	TRUE	eligible	completed_significant	23	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	157	primary_T_cells_F_e4_AD_both_mito	immune::T cells::AD_vs_NCI__Female__e4	T cells	T_cells	F_e4	Female	e4	AD_both_mito	112	78	23	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	158	primary_End_F_e4_AD_both_mito	vasculature::End::AD_vs_NCI__Female__e4	End	Vasculature_cells	F_e4	Female	e4	AD_both_mito	445	220	25	11	validated_complete	3	TRUE	8	7	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	159	primary_Fib_FLRT2_F_e4_AD_both_mito	vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_both_mito	170	111	26	10	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	160	primary_Fib_SLC4A4_F_e4_AD_both_mito	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_both_mito	15	37	9	3	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	161	primary_Per_F_e4_AD_both_mito	vasculature::Per::AD_vs_NCI__Female__e4	Per	Vasculature_cells	F_e4	Female	e4	AD_both_mito	308	217	22	11	validated_complete	3	TRUE	5	5	3	TRUE	eligible	completed_significant	5	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	162	primary_SMC_F_e4_AD_both_mito	vasculature::SMC::AD_vs_NCI__Female__e4	SMC	Vasculature_cells	F_e4	Female	e4	AD_both_mito	66	43	18	9	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	163	primary_Ast_CHI3L1_M_e2_AD_both_mito	astrocytes::Ast CHI3L1::AD_vs_NCI__Male__e2	Ast CHI3L1	Astrocytes	M_e2	Male	e2	AD_both_mito	262	466	6	5	validated_complete	3	TRUE	18	16	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	164	primary_Ast_DPP10_M_e2_AD_both_mito	astrocytes::Ast DPP10::AD_vs_NCI__Male__e2	Ast DPP10	Astrocytes	M_e2	Male	e2	AD_both_mito	659	305	7	6	validated_complete	3	TRUE	102	93	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	165	primary_Ast_GRM3_M_e2_AD_both_mito	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_both_mito	1411	1186	7	6	validated_complete	3	TRUE	215	189	3	TRUE	eligible	completed_significant	16	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	166	primary_CAMs_M_e2_AD_both_mito	immune::CAMs::AD_vs_NCI__Male__e2	CAMs	CAMs	M_e2	Male	e2	AD_both_mito	45	1	5	1	not_estimable	3	FALSE	0	0	3	FALSE	source_contrast_not_validated	skipped_source_contrast_not_validated	0	FALSE	minimum_cells_per_deg_arm_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	167	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	4010	3277	7	6	validated_complete	3	TRUE	226	210	3	TRUE	eligible	completed_significant	54	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	168	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	2069	3140	7	6	validated_complete	3	TRUE	282	235	3	TRUE	eligible	completed_significant	68	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	169	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	732	581	7	6	validated_complete	3	TRUE	287	255	3	TRUE	eligible	completed_significant	54	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	170	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	1249	1339	7	6	validated_complete	3	TRUE	245	216	3	TRUE	eligible	completed_significant	69	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	171	primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	1690	1874	7	6	validated_complete	3	TRUE	175	153	3	TRUE	eligible	completed_significant	26	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	172	primary_Exc_L5_ET_M_e2_AD_both_mito	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	51	43	7	5	validated_complete	3	TRUE	7	7	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	173	primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e2	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	363	318	7	6	validated_complete	3	TRUE	46	40	3	TRUE	eligible	completed_significant	14	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	174	primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e2	Exc L5/6 IT Car3	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	297	298	7	6	validated_complete	3	TRUE	118	107	3	TRUE	eligible	completed_significant	9	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	175	primary_Exc_L5_6_NP_M_e2_AD_both_mito	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e2	Exc L5/6 NP	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	295	285	7	6	validated_complete	3	TRUE	59	50	3	TRUE	eligible	completed_significant	11	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	176	primary_Exc_L6_CT_M_e2_AD_both_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	Exc L6 CT	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	390	337	7	6	validated_complete	3	TRUE	88	80	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	177	primary_Exc_L6_THEMIS_NFIA_M_e2_AD_both_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	1323	1024	7	6	validated_complete	3	TRUE	152	120	3	TRUE	eligible	completed_significant	9	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	178	primary_Exc_L6b_M_e2_AD_both_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	Exc L6b	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	363	383	7	6	validated_complete	3	TRUE	183	161	3	TRUE	eligible	completed_significant	2	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	179	primary_Exc_NRGN_M_e2_AD_both_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	Exc NRGN	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	545	1905	7	6	validated_complete	3	TRUE	181	155	3	TRUE	eligible	completed_significant	7	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	180	primary_Exc_RELN_CHD7_M_e2_AD_both_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	Exc RELN CHD7	Excitatory_neurons	M_e2	Male	e2	AD_both_mito	202	673	7	6	validated_complete	3	TRUE	69	62	3	TRUE	eligible	completed_significant	15	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	181	primary_Inh_ALCAM_TRPM3_M_e2_AD_both_mito	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e2	Inh ALCAM TRPM3	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	155	106	7	5	validated_complete	3	TRUE	2	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	182	primary_Inh_CUX2_MSR1_M_e2_AD_both_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	Inh CUX2 MSR1	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	342	322	7	6	validated_complete	3	TRUE	216	191	3	TRUE	eligible	completed_significant	5	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	183	primary_Inh_ENOX2_SPHKAP_M_e2_AD_both_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	196	198	7	6	validated_complete	3	TRUE	37	32	3	TRUE	eligible	completed_significant	3	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	184	primary_Inh_FBN2_EPB41L4A_M_e2_AD_both_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	125	101	7	6	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	185	primary_Inh_GPC5_RIT2_M_e2_AD_both_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	Inh GPC5 RIT2	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	50	77	5	5	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	186	primary_Inh_L1_PAX6_CA4_M_e2_AD_both_mito	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e2	Inh L1 PAX6 CA4	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	71	65	6	4	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	187	primary_Inh_L1_2_PAX6_SCGN_M_e2_AD_both_mito	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	34	13	6	4	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	188	primary_Inh_L1_6_LAMP5_CA13_M_e2_AD_both_mito	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	265	220	7	6	validated_complete	3	TRUE	14	14	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	189	primary_Inh_L3_5_SST_MAFB_M_e2_AD_both_mito	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	364	292	7	6	validated_complete	3	TRUE	209	177	3	TRUE	eligible	completed_significant	19	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	190	primary_Inh_L5_6_PVALB_STON2_M_e2_AD_both_mito	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	76	90	5	5	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	191	primary_Inh_L5_6_SST_TH_M_e2_AD_both_mito	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	Inh L5-6 SST TH	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	70	63	6	5	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	192	primary_Inh_L6_SST_NPY_M_e2_AD_both_mito	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	Inh L6 SST NPY	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	25	16	7	4	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	193	primary_Inh_LAMP5_NRG1_Rosehip_M_e2_AD_both_mito	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	420	333	7	6	validated_complete	3	TRUE	150	129	3	TRUE	eligible	completed_significant	4	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	194	primary_Inh_LAMP5_RELN_M_e2_AD_both_mito	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	Inh LAMP5 RELN	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	128	92	6	4	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	195	primary_Inh_PTPRK_FAM19A1_M_e2_AD_both_mito	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	Inh PTPRK FAM19A1	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	134	111	7	5	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	196	primary_Inh_PVALB_CA8_Chandelier_M_e2_AD_both_mito	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	226	206	7	6	validated_complete	3	TRUE	14	13	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	197	primary_Inh_PVALB_HTR4_M_e2_AD_both_mito	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	Inh PVALB HTR4	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	612	545	7	6	validated_complete	3	TRUE	225	160	3	TRUE	eligible	completed_significant	11	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	198	primary_Inh_PVALB_SULF1_M_e2_AD_both_mito	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	Inh PVALB SULF1	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	331	368	7	6	validated_complete	3	TRUE	56	47	3	TRUE	eligible	completed_significant	3	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	199	primary_Inh_RYR3_TSHZ2_M_e2_AD_both_mito	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	Inh RYR3 TSHZ2	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	362	297	7	6	validated_complete	3	TRUE	39	35	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	200	primary_Inh_SGCD_PDE3A_M_e2_AD_both_mito	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	Inh SGCD PDE3A	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	45	50	6	5	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	201	primary_Inh_SORCS1_TTN_M_e2_AD_both_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	Inh SORCS1 TTN	Inhibitory_neurons	M_e2	Male	e2	AD_both_mito	145	92	6	6	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
