query_order	query_id	background_id	contrast_order	contrast_id	kda_run_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	query_direction	structural_status	structurally_available	source_significant_feature_rows	mapped_unique_query_genes	duplicate_symbol_collapses	query_size	background_size	query_status	schema_version
428	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	143	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	NA	inhibitory	Inh CUX2 MSR1	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	588	query_below_minimum	fine_deg_pathway_query_manifest_v1
429	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	143	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	NA	inhibitory	Inh CUX2 MSR1	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	588	query_below_minimum	fine_deg_pathway_query_manifest_v1
430	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	144	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	NA	inhibitory	Inh CUX2 MSR1	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	6	6	0	6	483	testable_query	fine_deg_pathway_query_manifest_v1
431	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	144	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	NA	inhibitory	Inh CUX2 MSR1	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	483	query_below_minimum	fine_deg_pathway_query_manifest_v1
432	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	144	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	NA	inhibitory	Inh CUX2 MSR1	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	4	4	0	4	483	testable_query	fine_deg_pathway_query_manifest_v1
433	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	145	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	738	query_below_minimum	fine_deg_pathway_query_manifest_v1
434	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	145	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	738	query_below_minimum	fine_deg_pathway_query_manifest_v1
435	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	145	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	738	empty_query	fine_deg_pathway_query_manifest_v1
436	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	146	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	662	testable_query	fine_deg_pathway_query_manifest_v1
437	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	146	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	662	query_below_minimum	fine_deg_pathway_query_manifest_v1
438	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	146	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	662	query_below_minimum	fine_deg_pathway_query_manifest_v1
439	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	147	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	656	empty_query	fine_deg_pathway_query_manifest_v1
440	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	147	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	656	empty_query	fine_deg_pathway_query_manifest_v1
441	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	147	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	656	empty_query	fine_deg_pathway_query_manifest_v1
442	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	148	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	37	37	0	37	811	testable_query	fine_deg_pathway_query_manifest_v1
443	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	148	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	27	27	0	27	811	testable_query	fine_deg_pathway_query_manifest_v1
444	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	148	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	10	10	0	10	811	testable_query	fine_deg_pathway_query_manifest_v1
445	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	149	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	9	9	0	9	666	testable_query	fine_deg_pathway_query_manifest_v1
446	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	149	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	3	3	0	3	666	testable_query	fine_deg_pathway_query_manifest_v1
447	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	149	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	6	6	0	6	666	testable_query	fine_deg_pathway_query_manifest_v1
448	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	150	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	5	5	0	5	641	testable_query	fine_deg_pathway_query_manifest_v1
449	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	150	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	641	query_below_minimum	fine_deg_pathway_query_manifest_v1
450	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	150	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh ENOX2 SPHKAP	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	3	3	0	3	641	testable_query	fine_deg_pathway_query_manifest_v1
451	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	151	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	874	empty_query	fine_deg_pathway_query_manifest_v1
452	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	151	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	874	empty_query	fine_deg_pathway_query_manifest_v1
453	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	151	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	874	empty_query	fine_deg_pathway_query_manifest_v1
454	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	152	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	9	9	0	9	847	testable_query	fine_deg_pathway_query_manifest_v1
455	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	152	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	9	9	0	9	847	testable_query	fine_deg_pathway_query_manifest_v1
456	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	152	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	847	empty_query	fine_deg_pathway_query_manifest_v1
457	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	153	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	841	query_below_minimum	fine_deg_pathway_query_manifest_v1
458	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	153	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	841	empty_query	fine_deg_pathway_query_manifest_v1
459	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	153	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	841	query_below_minimum	fine_deg_pathway_query_manifest_v1
460	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	154	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	889	empty_query	fine_deg_pathway_query_manifest_v1
461	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	154	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	889	empty_query	fine_deg_pathway_query_manifest_v1
462	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	154	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	889	empty_query	fine_deg_pathway_query_manifest_v1
463	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	155	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	16	16	0	16	821	testable_query	fine_deg_pathway_query_manifest_v1
464	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	155	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	16	16	0	16	821	testable_query	fine_deg_pathway_query_manifest_v1
465	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	155	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	821	empty_query	fine_deg_pathway_query_manifest_v1
466	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	156	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	2	2	0	2	836	query_below_minimum	fine_deg_pathway_query_manifest_v1
467	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	156	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	836	query_below_minimum	fine_deg_pathway_query_manifest_v1
468	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	156	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	NA	inhibitory	Inh FBN2 EPB41L4A	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	836	empty_query	fine_deg_pathway_query_manifest_v1
469	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	157	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	868	empty_query	fine_deg_pathway_query_manifest_v1
470	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	157	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	868	empty_query	fine_deg_pathway_query_manifest_v1
471	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	157	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	868	empty_query	fine_deg_pathway_query_manifest_v1
472	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	158	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	2	2	0	2	829	query_below_minimum	fine_deg_pathway_query_manifest_v1
473	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	158	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	829	query_below_minimum	fine_deg_pathway_query_manifest_v1
474	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	158	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	829	empty_query	fine_deg_pathway_query_manifest_v1
475	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	159	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	863	query_below_minimum	fine_deg_pathway_query_manifest_v1
476	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	159	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	863	empty_query	fine_deg_pathway_query_manifest_v1
477	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	159	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	863	query_below_minimum	fine_deg_pathway_query_manifest_v1
478	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	160	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	894	empty_query	fine_deg_pathway_query_manifest_v1
479	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	160	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	894	empty_query	fine_deg_pathway_query_manifest_v1
480	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	160	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	894	empty_query	fine_deg_pathway_query_manifest_v1
481	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	161	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	805	empty_query	fine_deg_pathway_query_manifest_v1
482	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	161	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	805	empty_query	fine_deg_pathway_query_manifest_v1
483	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	161	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	805	empty_query	fine_deg_pathway_query_manifest_v1
484	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	162	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	833	empty_query	fine_deg_pathway_query_manifest_v1
485	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	162	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	833	empty_query	fine_deg_pathway_query_manifest_v1
486	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	162	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh GPC5 RIT2	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	833	empty_query	fine_deg_pathway_query_manifest_v1
487	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	163	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	NA	inhibitory	Inh L1 PAX6 CA4	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	725	empty_query	fine_deg_pathway_query_manifest_v1
488	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	163	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	NA	inhibitory	Inh L1 PAX6 CA4	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	725	empty_query	fine_deg_pathway_query_manifest_v1
